,Mean,Stddev,Median
5817,1.5296991,0.4833664,1.5037811
5818,1.5249393,0.31629398,1.5122807
5819,1.5256814,0.31287935,1.5111014
5820,1.5240002,0.3038717,1.5100855
5821,1.524734,0.28808826,1.5101093
5822,1.5286647,0.28470907,1.5134387
5823,1.529545,0.28734538,1.5098728
5824,1.5317355,0.28397873,1.5139142
5825,1.5324172,0.27392215,1.5155964
5826,1.53773,0.27137345,1.5230423
5827,1.5376257,0.27060053,1.5192262
5828,1.538096,0.2674924,1.5216997
5829,1.5457458,0.29090315,1.5253401
5830,1.5583695,0.32349053,1.538198
5831,1.5606955,0.3316079,1.536646
5832,1.5624564,0.31066188,1.5421114
5833,1.5613708,0.28114516,1.5438715
5834,1.5706371,0.30551088,1.5508175
5835,1.563463,0.24764022,1.5513506
5836,1.567691,0.24620695,1.5539278
5837,1.570567,0.24248682,1.5569009
5838,1.5735611,0.2536522,1.5612462
5839,1.5796267,0.23127617,1.5702767
5840,1.5800358,0.22807914,1.5685709
5841,1.5837771,0.22529858,1.5767999
5842,1.5872622,0.22353943,1.5796912
5843,1.5882431,0.22174677,1.5815034
5844,1.5930384,0.22003056,1.5851152
5845,1.591928,0.21898314,1.58604
5846,1.5935435,0.21548308,1.586987
5847,1.5982169,0.21440513,1.5920687
5848,1.5980923,0.21331972,1.5911709
5849,1.6000497,0.20941742,1.5927479
5850,1.6016618,0.20699851,1.5935913
5851,1.6019125,0.20605315,1.5941374
5852,1.6033256,0.20441543,1.5986546
5853,1.6044172,0.20334521,1.6002817
5854,1.6071619,0.20115538,1.6021583
5855,1.6101366,0.2006731,1.6037886
5856,1.6102045,0.19753134,1.603404
5857,1.6119169,0.19559571,1.6081567
5858,1.613562,0.1962924,1.6063489
5859,1.6158653,0.19344692,1.6087185
5860,1.6122856,0.19166563,1.604574
5861,1.6119035,0.19087738,1.6058515
5862,1.6128187,0.18953136,1.6030862
5863,1.612356,0.18845993,1.6012942
5864,1.6136756,0.18735611,1.598624
5865,1.6113931,0.18461637,1.5972962
5866,1.6123291,0.18268132,1.5993845
5867,1.6123654,0.18164311,1.6012664
5868,1.6136516,0.179878,1.6045301
5869,1.6102839,0.17809765,1.600571
5870,1.6125963,0.17905249,1.6038429
5871,1.6106966,0.17756404,1.601434
5872,1.612776,0.1779145,1.6038914
5873,1.6111997,0.17676628,1.6036474
5874,1.6105698,0.1762164,1.6030948
5875,1.6095461,0.17703058,1.600878
5876,1.6071554,0.17786852,1.5995128
5877,1.6058725,0.17815404,1.5988011
5878,1.6041448,0.17942154,1.5963708
5879,1.601032,0.17859305,1.590961
5880,1.5985684,0.17827459,1.5880986
5881,1.5977422,0.17805448,1.5851452
5882,1.5955683,0.17790502,1.5837253
5883,1.5960655,0.17913087,1.5828848
5884,1.592683,0.17969076,1.577204
5885,1.591372,0.17939381,1.5749819
5886,1.5917042,0.17965673,1.5769848
5887,1.5880206,0.18075155,1.5720305
5888,1.5855738,0.18045236,1.5685533
5889,1.5824779,0.17927974,1.5641912
5890,1.5776564,0.17842239,1.5596478
5891,1.5784124,0.17917983,1.557605
5892,1.5760837,0.17903747,1.5541084
5893,1.5746334,0.17989597,1.551326
5894,1.5713562,0.17874296,1.5457345
5895,1.5705379,0.17843072,1.5440116
5896,1.5676255,0.17634052,1.5403172
5897,1.5649903,0.17768878,1.5345513
5898,1.5659715,0.17740902,1.533699
5899,1.5635583,0.17683856,1.5283023
5900,1.5647104,0.17789418,1.5277666
5901,1.5636169,0.17895626,1.5263315
5902,1.5624994,0.17883341,1.5233961
5903,1.5600542,0.1784003,1.5221767
5904,1.558368,0.17870876,1.5195931
5905,1.5554769,0.17738515,1.5189687
5906,1.5555425,0.1790914,1.517293
5907,1.5524215,0.17809466,1.5157113
5908,1.5518329,0.18037035,1.5119722
5909,1.5522997,0.18278813,1.51269
5910,1.5511391,0.18203354,1.5137897
5911,1.5492914,0.18199646,1.5079508
5912,1.5477772,0.18323779,1.5049846
5913,1.5470526,0.18429875,1.5040722
5914,1.545449,0.18594259,1.5005357
5915,1.5438845,0.18645939,1.4988933
5916,1.5461771,0.19030587,1.5011716
5917,1.5467793,0.19147074,1.5018125
5918,1.546038,0.19352342,1.5006547
5919,1.5479742,0.19632803,1.4983492
5920,1.5473717,0.19639996,1.498627
5921,1.5459257,0.1973501,1.4955465
5922,1.5475311,0.19858432,1.4971505
5923,1.5484017,0.19991508,1.4953899
5924,1.5505441,0.20137802,1.4953097
5925,1.552235,0.20299236,1.4954221
5926,1.5524619,0.20354035,1.4941971
5927,1.554909,0.20524707,1.4950874
5928,1.5549737,0.2036775,1.4955113
5929,1.5542908,0.20653185,1.4948902
5930,1.5535966,0.20820116,1.4909905
5931,1.5555158,0.20931199,1.4910544
5932,1.5563889,0.21338283,1.4889474
5933,1.5573907,0.21512483,1.4870471
5934,1.5564876,0.21651097,1.4876766
5935,1.5563929,0.22061023,1.4854128
5936,1.5600349,0.22433227,1.487376
5937,1.557776,0.22408037,1.486505
5938,1.5579971,0.22485287,1.4887384
5939,1.5578276,0.23249222,1.4868239
5940,1.5566349,0.22979052,1.4915553
5941,1.5588374,0.23310289,1.4918656
5942,1.5558808,0.23660912,1.4880323
5943,1.5561892,0.23869063,1.4905884
5944,1.5575094,0.24117039,1.4912953
5945,1.5568383,0.24390751,1.4894853
5946,1.5586042,0.24616005,1.4944553
5947,1.5567176,0.24709718,1.4956672
5948,1.5555553,0.24897182,1.4949975
5949,1.5534017,0.24990161,1.4974442
5950,1.5546232,0.25116685,1.5007414
5951,1.5521058,0.25319734,1.4971504
5952,1.5538169,0.2554578,1.5017512
5953,1.550874,0.25512654,1.4999511
5954,1.5501322,0.25739807,1.5064313
5955,1.5533695,0.26099637,1.5107362
5956,1.5507939,0.25973237,1.5108972
5957,1.550745,0.2596969,1.5119201
5958,1.5527296,0.26274374,1.5129814
5959,1.5524184,0.26324648,1.5154117
5960,1.5537884,0.26424944,1.5138274
5961,1.5538568,0.26688802,1.5130727
5962,1.5531721,0.26670158,1.5173621
5963,1.5552186,0.26882973,1.5190787
5964,1.5531957,0.26999465,1.5178505
5965,1.5554734,0.27073225,1.5197841
5966,1.5533534,0.27066335,1.5184431
5967,1.5555179,0.27403906,1.5178405
5968,1.5536084,0.27308363,1.5182871
5969,1.5546658,0.27415103,1.5220927
5970,1.554038,0.27391723,1.5207007
5971,1.5550116,0.27544048,1.5196744
5972,1.5566782,0.276525,1.5191686
5973,1.557324,0.27889806,1.5200369
5974,1.5618373,0.28060913,1.5302963
5975,1.5568609,0.2773644,1.5242815
5976,1.5607384,0.27901977,1.5317295
5977,1.5605925,0.27880153,1.5294861
5978,1.5603209,0.27585283,1.5307043
5979,1.5611767,0.2774187,1.5330428
5980,1.5613194,0.27552247,1.5385382
5981,1.5606798,0.27484423,1.5369332
5982,1.5624406,0.27371824,1.5408326
5983,1.5692508,0.27148074,1.5433259
5984,1.5732981,0.26812923,1.5439239
5985,1.5770154,0.26916888,1.5477496
5986,1.5849055,0.26572636,1.5555685
5987,1.58786,0.26269498,1.5565093
5988,1.5957775,0.26153877,1.5657939
5989,1.6114625,0.25812313,1.5774271
5990,1.6170549,0.2577237,1.5835214
5991,1.6266001,0.25407106,1.5968537
5992,1.6381955,0.25068277,1.6049438
5993,1.6554099,0.24397641,1.6332582
5994,1.6600748,0.24139437,1.6418333
5995,1.6684813,0.24014872,1.6554544
5996,1.6736292,0.23583026,1.6595663
5997,1.6840513,0.23082116,1.6705086
5998,1.7018123,0.2281546,1.6892878
5999,1.7066755,0.22544627,1.6916698
6000,1.7171404,0.2222461,1.7021813
6001,1.7283033,0.21922806,1.7101117
6002,1.7321496,0.21699348,1.7148099
6003,1.7371963,0.21899982,1.7158139
6004,1.7417498,0.2183587,1.7208622
6005,1.7473598,0.21680076,1.7290059
6006,1.7494818,0.21680763,1.7337179
6007,1.7554816,0.21654207,1.7354673
6008,1.7591883,0.21529658,1.7357421
6009,1.762553,0.2142673,1.7415674
6010,1.7649013,0.21370125,1.7422022
6011,1.7666303,0.21354195,1.7429419
6012,1.7670503,0.21281253,1.7394968
6013,1.7703377,0.21299753,1.7368433
6014,1.772157,0.21249206,1.7408197
6015,1.7715092,0.21248658,1.7364781
6016,1.7729863,0.21323806,1.7378039
6017,1.7750394,0.21049458,1.7370664
6018,1.7758282,0.21168326,1.735333
6019,1.7740756,0.21009898,1.7350802
6020,1.7755027,0.20872138,1.737241
6021,1.7784526,0.21036334,1.7393379
6022,1.7775794,0.2106948,1.7323723
6023,1.782604,0.21296474,1.7335103
6024,1.7808284,0.21195306,1.7297814
6025,1.7829201,0.21286142,1.7283486
6026,1.7852442,0.21472968,1.73218
6027,1.7837117,0.21296333,1.7314682
6028,1.7870407,0.2141814,1.7331085
6029,1.7874495,0.21410578,1.7321424
6030,1.790934,0.21404518,1.7325379
6031,1.7916921,0.21301247,1.7336003
6032,1.7979711,0.21425152,1.7400317
6033,1.7997282,0.21270241,1.7430167
6034,1.8023251,0.21388443,1.7418585
6035,1.8066652,0.21432517,1.748446
6036,1.8127996,0.21500202,1.7563024
6037,1.8247695,0.2152903,1.7708287
6038,1.8265493,0.21635354,1.7701634
6039,1.8299928,0.2151757,1.775837
6040,1.8333198,0.21459436,1.7796474
6041,1.8403635,0.21418013,1.785362
6042,1.8456718,0.21179031,1.7906364
6043,1.848105,0.21183246,1.7932805
6044,1.8542511,0.21150574,1.8024678
6045,1.8584579,0.21112654,1.8046248
6046,1.8615164,0.21134163,1.8081739
6047,1.8731935,0.20933862,1.824026
6048,1.8769151,0.20955236,1.826904
6049,1.8877621,0.21051092,1.8401766
6050,1.8926834,0.20951132,1.8483772
6051,1.8980058,0.21062158,1.8585194
6052,1.9094508,0.2110999,1.8776233
6053,1.912167,0.21096823,1.8745561
6054,1.922599,0.2104192,1.8888037
6055,1.9294343,0.21392609,1.8961816
6056,1.9344225,0.21223685,1.9040431
6057,1.9423742,0.21529526,1.9124624
6058,1.955057,0.2195472,1.9310403
6059,1.9571002,0.21647719,1.9357736
6060,1.9604625,0.21699822,1.9315357
6061,1.9700652,0.2209282,1.940126
6062,1.9812797,0.22070111,1.9527854
6063,1.9863243,0.22297208,1.9590873
6064,1.9904978,0.22283128,1.9631616
6065,1.9983883,0.22418194,1.9687662
6066,2.0027149,0.22444484,1.9703197
6067,2.0111885,0.22503288,1.977198
6068,2.0169756,0.22270428,1.9865882
6069,2.0173738,0.221479,1.9905367
6070,2.0292282,0.21977358,1.9978768
6071,2.029205,0.21974519,2.0031624
6072,2.0402646,0.21734999,2.0183823
6073,2.0488017,0.21866317,2.028224
6074,2.0535924,0.21435913,2.033858
6075,2.0565217,0.2143077,2.0357614
6076,2.0613623,0.20899665,2.0409615
6077,2.0737407,0.21002229,2.0484195
6078,2.0763464,0.20285946,2.052887
6079,2.0779536,0.2035639,2.0547228
6080,2.0848184,0.20318909,2.0628936
6081,2.086502,0.20245928,2.0581522
6082,2.0940058,0.1981591,2.0725093
6083,2.09135,0.19647317,2.068919
6084,2.0991676,0.19465144,2.074917
6085,2.1069853,0.19189838,2.092678
6086,2.109547,0.19284365,2.089104
6087,2.1190279,0.19133234,2.103693
6088,2.1192794,0.18999884,2.1019163
6089,2.124193,0.19087288,2.106491
6090,2.1321044,0.19296148,2.112272
6091,2.1375504,0.1941508,2.1173868
6092,2.144805,0.19633521,2.1181302
6093,2.1519823,0.19776231,2.1300747
6094,2.1573122,0.19687295,2.1378994
6095,2.163023,0.19879861,2.1353738
6096,2.1701052,0.20393355,2.1474447
6097,2.1792786,0.2063844,2.1604648
6098,2.1822698,0.20687765,2.1640413
6099,2.1867232,0.20392886,2.16946
6100,2.1959202,0.21043907,2.1785479
6101,2.1962028,0.20327319,2.1770053
6102,2.2009616,0.20486437,2.1864295
6103,2.192121,0.1998799,2.1748455
6104,2.1977262,0.20395353,2.1800556
6105,2.200845,0.2022942,2.1849575
6106,2.2056968,0.19812794,2.1877456
6107,2.2090464,0.20158987,2.1843624
6108,2.2075784,0.19659293,2.1784308
6109,2.219956,0.19990826,2.1968844
6110,2.2230184,0.19909385,2.1883547
6111,2.2248893,0.19961052,2.179864
6112,2.222665,0.19870612,2.180727
6113,2.2325807,0.2023066,2.1888418
6114,2.2344007,0.19965586,2.1950073
6115,2.241696,0.20002933,2.2094083
6116,2.2439642,0.19157872,2.2137623
6117,2.250713,0.19943152,2.2298098
6118,2.2651365,0.19929358,2.2578397
6119,2.265514,0.19281296,2.2594047
6120,2.2642205,0.19364065,2.2520769
6121,2.265002,0.1929731,2.261266
6122,2.2725403,0.1893073,2.26692
6123,2.2697258,0.19102319,2.2661376
6124,2.2734563,0.18972404,2.2744563
6125,2.2725656,0.18977968,2.275384
6126,2.2765198,0.19609171,2.2765088
6127,2.2753522,0.1945425,2.2761648
6128,2.271625,0.19812061,2.2740164
6129,2.263271,0.1970911,2.2533283
6130,2.2640655,0.19553098,2.2589865
6131,2.2533593,0.19051538,2.2341156
6132,2.2514265,0.1869499,2.2366996
6133,2.2468405,0.18967453,2.2187645
6134,2.245049,0.18555221,2.2156405
6135,2.2440135,0.18639794,2.2206273
6136,2.2385867,0.18818977,2.2083886
6137,2.232107,0.18078017,2.2087536
6138,2.2331483,0.18009886,2.2054133
6139,2.2343802,0.18265133,2.2107234
6140,2.2349992,0.18323387,2.201994
6141,2.2395062,0.17796853,2.2096312
6142,2.235996,0.17961271,2.2048154
6143,2.2297256,0.18141915,2.2053764
6144,2.2363646,0.17542697,2.2113168
6145,2.2376845,0.17639251,2.2137046
6146,2.237902,0.17207888,2.2227569
6147,2.2446136,0.16543531,2.2263346
6148,2.2436182,0.16735128,2.2125375
6149,2.244472,0.16556647,2.216902
6150,2.253459,0.16076542,2.2321491
6151,2.2527542,0.15366219,2.234592
6152,2.2590084,0.15354314,2.2528775
6153,2.2611096,0.15280984,2.247107
6154,2.25841,0.14889026,2.2493594
6155,2.2612019,0.14609972,2.2502563
6156,2.267627,0.14652719,2.2522163
6157,2.2697556,0.1431722,2.2590632
6158,2.2719266,0.14537649,2.2638085
6159,2.2698674,0.14168464,2.2623372
6160,2.2767394,0.13364294,2.2701435
6161,2.2860427,0.13593094,2.2809916
6162,2.2862859,0.13404772,2.2807841
6163,2.2962172,0.13608015,2.2879612
6164,2.2937965,0.13064,2.2881725
6165,2.2967823,0.12867776,2.2915306
6166,2.2972853,0.12263839,2.294007
6167,2.3028927,0.122140504,2.3011696
6168,2.305506,0.12273646,2.2965937
6169,2.3107889,0.12389379,2.3206568
6170,2.3129132,0.1240932,2.3210936
6171,2.3174887,0.12458893,2.3366933
6172,2.3134055,0.1180069,2.3299
6173,2.314113,0.116691455,2.332046
6174,2.315187,0.121466875,2.337665
6175,2.3249547,0.12471638,2.3420923
6176,2.3215475,0.12386481,2.3425322
6177,2.3281875,0.12351038,2.3481977
6178,2.3319292,0.12612388,2.3533618
6179,2.3287601,0.13020633,2.3505242
6180,2.3298976,0.13189048,2.3521225
6181,2.3337655,0.12998398,2.3525872
6182,2.3369675,0.13130465,2.3633542
6183,2.3418138,0.13227701,2.3637729
6184,2.3358853,0.13217825,2.3521016
6185,2.3414023,0.1287848,2.356104
6186,2.343821,0.1323264,2.3610473
6187,2.3432562,0.138467,2.3540864
6188,2.3458247,0.13618763,2.3600936
6189,2.3501797,0.1348588,2.3638487
6190,2.3485248,0.13768019,2.3617532
6191,2.348259,0.1373942,2.358222
6192,2.344924,0.14329843,2.3535562
6193,2.3427513,0.14629963,2.3505416
6194,2.345929,0.14057256,2.3540773
6195,2.343009,0.14357764,2.354294
6196,2.3381677,0.14976864,2.3435352
6197,2.3397925,0.1451669,2.346105
6198,2.336849,0.14779796,2.3444314
6199,2.3309639,0.14809754,2.3326645
6200,2.3294964,0.14306463,2.3316867
6201,2.332886,0.15226437,2.3294625
6202,2.3277152,0.15998328,2.323764
6203,2.3272386,0.15745482,2.3175166
6204,2.325652,0.15695933,2.319923
6205,2.3258333,0.16178915,2.3204546
6206,2.3180313,0.15838684,2.305643
6207,2.322175,0.1716523,2.299464
6208,2.310968,0.17058435,2.2897491
6209,2.307681,0.16489774,2.2834086
6210,2.2988403,0.17092335,2.273563
6211,2.298919,0.1827381,2.2641609
6212,2.2957258,0.16421828,2.270455
6213,2.290832,0.16856647,2.2636466
6214,2.2847886,0.16745272,2.2557178
6215,2.2839577,0.17631152,2.2398732
6216,2.2792597,0.17648831,2.239455
6217,2.2740574,0.1659617,2.237173
6218,2.2792256,0.17001224,2.236069
6219,2.279654,0.1712601,2.2354674
6220,2.2738109,0.17241313,2.2243152
6221,2.270505,0.17878298,2.2141745
6222,2.265642,0.17777538,2.2216074
6223,2.2622216,0.17423458,2.2127686
6224,2.2556865,0.17943914,2.2083182
6225,2.2506537,0.18339571,2.1950517
6226,2.2550156,0.1837852,2.2048535
6227,2.2529047,0.1888839,2.1982074
6228,2.255659,0.18980835,2.2076502
6229,2.2488554,0.19579712,2.1934223
6230,2.2463632,0.19308048,2.1987836
6231,2.248424,0.19760536,2.1963172
6232,2.2442296,0.19599578,2.1996102
6233,2.2399328,0.2002271,2.1897473
6234,2.2424388,0.20254779,2.2004616
6235,2.2390625,0.20344684,2.1959531
6236,2.243546,0.21045434,2.1964228
6237,2.237402,0.20372334,2.199255
6238,2.2302802,0.2046627,2.2007027
6239,2.2338789,0.21079928,2.1983123
6240,2.221936,0.20940553,2.1893966
6241,2.2185373,0.21328941,2.1853232
6242,2.2193813,0.21782435,2.1881046
6243,2.2164412,0.21484563,2.1802063
6244,2.2081647,0.20952998,2.1788602
6245,2.2090771,0.21199192,2.1774614
6246,2.2104218,0.22265704,2.1764593
6247,2.202033,0.2155076,2.1747727
6248,2.200151,0.21803162,2.1660163
6249,2.2042038,0.22470817,2.1723943
6250,2.1967392,0.22114077,2.1694455
6251,2.1860528,0.21458669,2.1551752
6252,2.1876845,0.22662917,2.1421926
6253,2.1810088,0.2239804,2.1463885
6254,2.1880918,0.23073256,2.147363
6255,2.1688256,0.21750574,2.1276686
6256,2.1665952,0.21973887,2.1343608
6257,2.1604295,0.22208269,2.1231427
6258,2.1556163,0.21658742,2.120613
6259,2.155275,0.22242104,2.124624
6260,2.1481721,0.22374815,2.1158724
6261,2.1478539,0.22989255,2.1094317
6262,2.140442,0.22738427,2.1075668
6263,2.1331403,0.23158006,2.0949264
6264,2.1397583,0.23434085,2.1005223
6265,2.135307,0.23410214,2.099514
6266,2.1232898,0.22856785,2.09295
6267,2.117658,0.23121636,2.082972
6268,2.1148593,0.2387395,2.081661
6269,2.1029127,0.22989526,2.0696564
6270,2.097897,0.23220459,2.0607607
6271,2.0930898,0.23865537,2.0476327
6272,2.081492,0.2276741,2.043237
6273,2.0823298,0.22674677,2.043532
6274,2.0781996,0.23146932,2.03977
6275,2.0696766,0.2340337,2.0276353
6276,2.0647392,0.22989863,2.0269265
6277,2.061576,0.23472416,2.0227602
6278,2.0543475,0.23303524,2.0183887
6279,2.0425556,0.2329001,2.0026865
6280,2.0411265,0.23857148,1.9919888
6281,2.0353944,0.23521383,1.9887516
6282,2.0223079,0.22993009,1.9747734
6283,2.0276854,0.23777099,1.9776888
6284,2.0133972,0.23288023,1.9688461
6285,2.0115504,0.23123242,1.9663144
6286,2.0024188,0.22932613,1.9628
6287,1.9959062,0.23277584,1.9462154
6288,1.9924481,0.23315531,1.9476511
6289,1.9843235,0.23717351,1.9406182
6290,1.9805652,0.23911856,1.9320846
6291,1.9775476,0.23803514,1.9360719
6292,1.9716724,0.2339602,1.9289469
6293,1.9688,0.23451588,1.9291339
6294,1.9623429,0.24599077,1.9140089
6295,1.9565092,0.23618022,1.9146734
6296,1.949945,0.23725712,1.907761
6297,1.9494767,0.24230823,1.9044597
6298,1.9405856,0.23649965,1.9007957
6299,1.9340658,0.23467839,1.8936403
6300,1.927745,0.23777422,1.8922951
6301,1.9196146,0.23502694,1.8846813
6302,1.9160898,0.23443805,1.878854
6303,1.9139864,0.23798369,1.8841245
6304,1.9123744,0.24187942,1.8760617
6305,1.9017866,0.23845483,1.8650695
6306,1.90093,0.2440211,1.8586848
6307,1.8935932,0.24123646,1.8557366
6308,1.8925383,0.24067293,1.8533945
6309,1.8872176,0.24015024,1.8474016
6310,1.8779926,0.23980173,1.8410265
6311,1.8744223,0.23820575,1.8359282
6312,1.8738655,0.24274963,1.8335295
6313,1.8640418,0.23281763,1.832097
6314,1.8609371,0.23490435,1.829419
6315,1.8486619,0.23067929,1.8159295
6316,1.8485466,0.2339638,1.8108685
6317,1.8464261,0.2328393,1.8105903
6318,1.836802,0.23095998,1.8014774
6319,1.8346901,0.23188075,1.7994956
6320,1.8323008,0.23365468,1.7971194
6321,1.8304108,0.2336976,1.7949207
6322,1.8307652,0.23178445,1.7988276
6323,1.8312231,0.23514569,1.7932656
6324,1.8296682,0.23657058,1.7944679
6325,1.8293442,0.23602273,1.7980634
6326,1.8314302,0.24509741,1.8024597
6327,1.8272192,0.23983593,1.7989242
6328,1.831701,0.2424077,1.8037896
6329,1.8319732,0.2455553,1.797919
6330,1.8339003,0.24547318,1.8025733
6331,1.8376209,0.24588884,1.8081404
6332,1.8386267,0.2444317,1.8105348
6333,1.842678,0.24908338,1.8038722
6334,1.8454155,0.25132027,1.80185
6335,1.8487864,0.25244388,1.8094034
6336,1.8485761,0.2512109,1.8155183
6337,1.8519709,0.24837144,1.8209257
6338,1.8599983,0.24927075,1.8252761
6339,1.8603034,0.24686168,1.8247772
6340,1.86264,0.24959472,1.8142102
6341,1.8710701,0.25316292,1.8147215
6342,1.8685114,0.25297046,1.8096901
6343,1.8712908,0.25661463,1.8149856
6344,1.8739817,0.2600553,1.8167032
6345,1.8708806,0.2575978,1.8148744
6346,1.8751429,0.26178244,1.8177338
6347,1.8697639,0.2575069,1.8083953
6348,1.872659,0.26025397,1.8137841
6349,1.8758101,0.26325145,1.817904
6350,1.8751767,0.26093534,1.8224356
6351,1.8787094,0.2617493,1.8252143
6352,1.8909692,0.26784748,1.8351834
6353,1.891071,0.26561067,1.8382972
6354,1.888635,0.265067,1.8376019
6355,1.8959111,0.26761055,1.840456
6356,1.8928989,0.26211146,1.8405198
6357,1.8990985,0.26477844,1.8420104
6358,1.8978618,0.26612356,1.8437941
6359,1.8989873,0.2646137,1.8440384
6360,1.9050905,0.26805523,1.851647
6361,1.9055233,0.2680554,1.8577092
6362,1.9040878,0.26501933,1.8636634
6363,1.9056026,0.2734976,1.8649795
6364,1.9069166,0.26440072,1.8697305
6365,1.9103631,0.2629522,1.8776702
6366,1.913955,0.26331103,1.8710096
6367,1.9160913,0.25639617,1.8728477
6368,1.9164889,0.25357747,1.8794864
6369,1.9238523,0.25349358,1.8813686
6370,1.9270054,0.2530835,1.8783271
6371,1.930575,0.25080708,1.8788885
6372,1.9398806,0.24693854,1.8889931
6373,1.9449673,0.24720608,1.8871355
6374,1.9409192,0.24667168,1.8866603
6375,1.9437575,0.23815721,1.8924003
6376,1.95378,0.24092416,1.8994275
6377,1.9585111,0.24065934,1.9031446
6378,1.9574937,0.23441783,1.9008002
6379,1.9540198,0.2323603,1.8983574
6380,1.9546318,0.22853151,1.9064803
6381,1.9634409,0.2339652,1.9058287
6382,1.9646093,0.23082066,1.9091218
6383,1.9739379,0.23217374,1.9187121
6384,1.9809186,0.24323523,1.9185642
6385,1.9767795,0.23459639,1.9209609
6386,1.9835768,0.23748846,1.920691
6387,1.9939251,0.23790668,1.9293377
6388,1.9909551,0.2346804,1.9244102
6389,2.001422,0.2469994,1.9301342
6390,2.0098257,0.24445304,1.9420276
6391,2.0104616,0.24858388,1.9401525
6392,2.012938,0.2409266,1.944432
6393,2.0230393,0.24493307,1.9579649
6394,2.0224395,0.2408137,1.9660233
6395,2.0218961,0.23423031,1.9693571
6396,2.0235698,0.23242818,1.9713757
6397,2.0282278,0.22327307,1.9854398
6398,2.032923,0.22745766,1.9908975
6399,2.03233,0.22732866,1.9923102
6400,2.0306993,0.22323628,1.9940884
6401,2.0318475,0.22581816,1.997507
6402,2.0314746,0.23100342,1.9975206
6403,2.0332112,0.24596067,1.9989619
6404,2.0330372,0.2437849,1.997626
6405,2.0243807,0.2331304,1.9865462
6406,2.024184,0.23396245,1.9883536
6407,2.0216002,0.23591673,1.9812775
6408,2.021641,0.24317726,1.9793532
6409,2.0238779,0.2555766,1.9767103
6410,2.0195649,0.24928863,1.9749041
6411,2.0124586,0.2406405,1.971178
6412,2.0097682,0.24689993,1.9639399
6413,2.0093083,0.24216023,1.9647089
6414,2.011434,0.25328824,1.9643747
6415,2.002661,0.24500419,1.9625089
6416,2.0023725,0.2580189,1.9568235
6417,1.9992237,0.2572799,1.9500191
6418,1.9923756,0.25249985,1.9447548
6419,1.9847276,0.24775514,1.9325076
6420,1.9838241,0.2460316,1.9381822
6421,1.9791756,0.25391674,1.9306583
6422,1.9769958,0.25965503,1.9194882
6423,1.9750935,0.261575,1.9188824
6424,1.9646598,0.25845885,1.9119649
6425,1.9622498,0.26059437,1.9068162
6426,1.9516623,0.26042947,1.9019318
6427,1.9389386,0.25946546,1.8819488
6428,1.9387431,0.27183607,1.8777709
6429,1.9261442,0.2571821,1.8662008
6430,1.9252809,0.26954183,1.859892
6431,1.9227494,0.27184108,1.8584683
6432,1.9082224,0.26211247,1.8468881
6433,1.9027349,0.26413566,1.8406653
6434,1.8955233,0.25902778,1.8324417
6435,1.8937572,0.27001145,1.8317522
6436,1.8871343,0.27319837,1.8298846
6437,1.8828437,0.27378017,1.8203926
6438,1.8812815,0.2779068,1.8116652
6439,1.8706266,0.27325088,1.8045483
6440,1.8691697,0.27866673,1.7992594
6441,1.8564523,0.278418,1.7858987
6442,1.8448954,0.28210235,1.7727706
6443,1.8459349,0.2929059,1.7656903
6444,1.8397768,0.2885975,1.7658181
6445,1.8276932,0.28743526,1.7509068
6446,1.8190055,0.2869753,1.7434925
6447,1.8108698,0.29533806,1.7322285
6448,1.80594,0.30092284,1.729341
6449,1.8030356,0.3027408,1.7271692
6450,1.7894464,0.30528715,1.7083647
6451,1.7709739,0.30515483,1.6887735
6452,1.7613153,0.30754456,1.6789939
6453,1.747573,0.31113797,1.6609957
6454,1.7437274,0.31655324,1.65884
6455,1.7280298,0.3156298,1.6422043
6456,1.7105685,0.32008383,1.623112
6457,1.7060069,0.3216622,1.6189765
6458,1.6919341,0.31803724,1.6106879
6459,1.6831212,0.32096788,1.60218
6460,1.6787635,0.32038763,1.5984373
6461,1.6424766,0.31628457,1.5615519
6462,1.6281252,0.3092985,1.5546194
6463,1.6137303,0.31097376,1.5436765
6464,1.6002576,0.30619442,1.5267
6465,1.5830592,0.3036807,1.508982
6466,1.5544562,0.29650652,1.478342
6467,1.5370424,0.2936284,1.4622338
6468,1.5275137,0.2886591,1.4537232
6469,1.5018885,0.27892748,1.4326665
6470,1.4952279,0.2746854,1.4274423
6471,1.4820658,0.2722274,1.4145074
6472,1.4769853,0.2691368,1.4107981
6473,1.4676065,0.26652545,1.4012353
6474,1.461521,0.26499438,1.3963423
6475,1.4570891,0.26337978,1.3940885
6476,1.4503858,0.26190415,1.386518
6477,1.4472115,0.26058087,1.3860469
6478,1.4482996,0.26135463,1.3854463
6479,1.4489478,0.2602469,1.3849306
6480,1.4529942,0.26092455,1.387383
6481,1.460295,0.26474497,1.3919088
6482,1.4715767,0.26539037,1.4052831
6483,1.4762615,0.2663112,1.4092374
6484,1.4876295,0.2720876,1.4204322
6485,1.5018107,0.27736336,1.438499
6486,1.5106661,0.28054404,1.4490972
6487,1.5317287,0.43073314,1.4728346
6488,1.5441711,0.289088,1.4992821
6489,1.5591098,0.2950924,1.5136603
6490,1.58854,0.29597208,1.5381911
6491,1.6109678,0.29327744,1.5539538
6492,1.6355103,0.29251647,1.5636833
6493,1.6497316,0.29271093,1.5673733
