,Mean,Stddev,Median
2116,1.451627,0.40743083,1.4582855
2117,1.4512559,0.41113678,1.4615947
2118,1.45573,0.414901,1.4711125
2119,1.4575759,0.41566214,1.4733815
2120,1.4581003,0.41987652,1.4786404
2121,1.4523015,0.423306,1.4776713
2122,1.4548814,0.4298132,1.4863422
2123,1.4640667,0.4330413,1.5017228
2124,1.465556,0.43446702,1.5069801
2125,1.4687005,0.4374045,1.5085279
2126,1.4714559,0.4376737,1.5123416
2127,1.4730291,0.43900222,1.5182524
2128,1.4768355,0.4419699,1.5231563
2129,1.4789282,0.4429779,1.5256295
2130,1.481916,0.44445115,1.5296131
2131,1.4850087,0.44467977,1.5339377
2132,1.4938573,0.44637632,1.5529134
2133,1.5013471,0.4482993,1.5577846
2134,1.505271,0.44938463,1.5665185
2135,1.5074794,0.4503059,1.5705684
2136,1.5124261,0.4492726,1.5749013
2137,1.523393,0.45340088,1.597425
2138,1.5307778,0.4537809,1.6069047
2139,1.5312414,0.4548714,1.605777
2140,1.5408326,0.45483816,1.6147255
2141,1.5406607,0.45306128,1.6170087
2142,1.5502194,0.45092174,1.6317451
2143,1.5517695,0.45089245,1.6280391
2144,1.556636,0.45119023,1.633663
2145,1.5612493,0.4499172,1.6369727
2146,1.5660974,0.4513994,1.6402888
2147,1.5786569,0.44924644,1.6549559
2148,1.5816188,0.45036796,1.6636264
2149,1.583954,0.4515299,1.6718562
2150,1.5903608,0.45191965,1.6710062
2151,1.5953422,0.45096204,1.6809742
2152,1.6037381,0.45071733,1.6860257
2153,1.6037414,0.45074475,1.6840947
2154,1.6063291,0.45111135,1.6946236
2155,1.609205,0.44950956,1.695509
2156,1.6192601,0.4518677,1.7033603
2157,1.6221938,0.45163932,1.7103356
2158,1.6294538,0.45237043,1.7157567
2159,1.6266075,0.44821146,1.7164413
2160,1.6466179,0.44898304,1.7374251
2161,1.650716,0.4503767,1.7355052
2162,1.6572746,0.44668725,1.7431405
2163,1.6638163,0.44652858,1.7462238
2164,1.6661962,0.44997832,1.7451286
2165,1.672018,0.44822782,1.7558448
2166,1.6756153,0.44745353,1.7514629
2167,1.7179176,0.77752453,1.779115
2168,1.6914848,0.4509056,1.7790403
2169,1.6916909,0.45385742,1.779001
2170,1.6935008,0.45424727,1.776973
2171,1.6911879,0.45467374,1.7692475
2172,1.6979351,0.45536914,1.7672058
2173,1.6991972,0.4564301,1.7634159
2174,1.7001158,0.4566865,1.7578355
2175,1.7077025,0.4592911,1.7690221
2176,1.7127131,0.45737582,1.769475
2177,1.7153221,0.45781484,1.768578
2178,1.7212578,0.46098095,1.7709007
2179,1.72429,0.45801446,1.7749727
2180,1.7274418,0.45941198,1.7738223
2181,1.7203302,0.45660824,1.7608593
2182,1.7211472,0.45483726,1.7633069
2183,1.719902,0.4545784,1.7657729
2184,1.7289081,0.4521926,1.7725854
2185,1.7316802,0.45410052,1.7717859
2186,1.757491,0.45734268,1.8019598
2187,1.7571528,0.45564476,1.7996659
2188,1.7653573,0.4566645,1.8136972
2189,1.7624801,0.45259985,1.8027062
2190,1.7704605,0.45195714,1.8177512
2191,1.7639289,0.45061696,1.8044158
2192,1.7670153,0.4468928,1.8097193
2193,1.7633669,0.44544137,1.8050112
2194,1.7641672,0.44440433,1.797988
2195,1.7633667,0.4432814,1.8013577
2196,1.7596953,0.4406892,1.7933968
2197,1.7605847,0.43821383,1.7941239
2198,1.7618679,0.44004002,1.7902323
2199,1.7625359,0.4397166,1.7945889
2200,1.7641152,0.43696475,1.8007963
2201,1.7685591,0.43381488,1.8011444
2202,1.7820439,0.43317264,1.8126413
2203,1.7874801,0.43142033,1.8251992
2204,1.8075634,0.4265967,1.8511375
2205,1.8135296,0.430748,1.8580527
2206,1.8151821,0.42621076,1.8636509
2207,1.8213977,0.4270066,1.8725498
2208,1.8330122,0.42234787,1.8893855
2209,1.8488097,0.4205729,1.9094017
2210,1.8540303,0.41800892,1.9150575
2211,1.8570038,0.4122973,1.9204296
2212,1.8709875,0.4116063,1.9532923
2213,1.8800665,0.4079681,1.9547871
2214,1.8866287,0.40482813,1.9629394
2215,1.8983489,0.39696425,1.9832488
2216,1.9075332,0.3982752,1.992948
2217,1.9110243,0.39479077,2.0015864
2218,1.9262127,0.39606526,2.030794
2219,1.9321764,0.3876379,2.035255
2220,1.9353588,0.39309925,2.034092
2221,1.9356993,0.38739896,2.0356934
2222,1.9392556,0.38649976,2.0504334
2223,1.9408752,0.3915868,2.0413353
2224,1.948062,0.38867065,2.0510972
2225,1.9504498,0.39302254,2.0532131
2226,1.9492809,0.39275202,2.0473533
2227,1.9533719,0.39225683,2.0479968
2228,1.9675653,0.389488,2.0768948
2229,1.9709287,0.38863564,2.0803833
2230,1.9731249,0.39155796,2.0780878
2231,1.9728477,0.3914366,2.0811317
2232,1.9709003,0.38934556,2.0732596
2233,1.9744617,0.39219543,2.0791905
2234,1.9616139,0.38390315,2.0585573
2235,1.9698002,0.3818247,2.0678422
2236,1.9701475,0.38793817,2.0803313
2237,1.9608691,0.3914976,2.0524607
2238,1.9700301,0.39038044,2.0585408
2239,1.9751679,0.3891118,2.0587816
2240,1.9719784,0.38816637,2.0515788
2241,1.963169,0.3825525,2.0498946
2242,1.9661777,0.38662833,2.0489256
2243,1.9652417,0.38746557,2.039486
2244,1.9584265,0.3846341,2.036087
2245,1.9561538,0.39028564,2.0257566
2246,1.9579713,0.38702896,2.0234137
2247,1.9515198,0.3869015,2.010118
2248,1.9459217,0.38871253,2.003024
2249,1.9470427,0.3885836,2.0093062
2250,1.9409299,0.39120224,2.0008395
2251,1.9392169,0.3904091,1.9969319
2252,1.9411658,0.39528745,2.0030906
2253,1.9395661,0.3954368,1.9965804
2254,1.9331872,0.3951276,1.9876235
2255,1.9329011,0.39858153,1.9781853
2256,1.9304521,0.39468637,1.9737418
2257,1.9323488,0.39619792,1.973853
2258,1.9334036,0.39737162,1.9779084
2259,1.9269197,0.39593697,1.9753019
2260,1.9268963,0.39739427,1.968702
2261,1.9206308,0.3957372,1.9645221
2262,1.9160827,0.38975292,1.9581131
2263,1.9108418,0.391784,1.957627
2264,1.9135119,0.39373267,1.9567013
2265,1.9125199,0.39436853,1.9518509
2266,1.9116288,0.39149868,1.9571432
2267,1.9072438,0.39467454,1.9498302
2268,1.9040735,0.39213324,1.9461797
2269,1.904645,0.3934906,1.9501791
2270,1.8996657,0.39428818,1.9500277
2271,1.8993983,0.39151192,1.9442711
2272,1.9035205,0.3948071,1.9440228
2273,1.9005526,0.39697984,1.9470847
2274,1.8988476,0.39286208,1.946955
2275,1.8985131,0.39496168,1.9401388
2276,1.8967948,0.39239946,1.9404125
2277,1.8915952,0.39354908,1.9315243
2278,1.8900096,0.39264253,1.9288852
2279,1.8906116,0.39458844,1.9400156
2280,1.8871891,0.39585105,1.9342346
2281,1.8836924,0.39297053,1.9341912
2282,1.8839537,0.3911587,1.9315597
2283,1.8833747,0.3966933,1.9343368
2284,1.8770063,0.39508465,1.9243677
2285,1.873862,0.39766467,1.9198169
2286,1.8697977,0.39546934,1.9182144
2287,1.8722209,0.39548513,1.9162784
2288,1.8717616,0.3972689,1.9176364
2289,1.8684098,0.3999688,1.9207916
2290,1.8647116,0.3978434,1.9219768
2291,1.8593314,0.40021956,1.9116324
2292,1.8645529,0.39803725,1.916106
2293,1.8622141,0.40006688,1.914652
2294,1.861263,0.40191483,1.9172882
2295,1.8558754,0.4041313,1.903427
2296,1.8569865,0.40788394,1.9074883
2297,1.8571777,0.4076583,1.9009752
2298,1.8550447,0.40661386,1.9040732
2299,1.8565357,0.4078656,1.8991032
2300,1.852385,0.40573677,1.9015806
2301,1.8541032,0.40682158,1.9054389
2302,1.8479755,0.40249634,1.8931824
2303,1.8466725,0.40945327,1.893949
2304,1.8481877,0.40532017,1.8960563
2305,1.8460428,0.40728417,1.8938253
2306,1.8478553,0.40470302,1.8967402
2307,1.8459429,0.4086086,1.8901408
2308,1.8488302,0.41048113,1.8959169
2309,1.8447067,0.40689856,1.8896128
2310,1.8464991,0.40933457,1.898099
2311,1.841604,0.40617928,1.9002268
2312,1.8371012,0.410059,1.8936592
2313,1.8322884,0.4057936,1.8864329
2314,1.8289472,0.41186076,1.8775826
2315,1.8286871,0.4105563,1.884056
2316,1.8182536,0.41441908,1.8781923
2317,1.8177096,0.4165483,1.8661606
2318,1.8156999,0.41382557,1.8656306
2319,1.814264,0.41418892,1.8657606
2320,1.8097999,0.41388905,1.8551364
2321,1.7999219,0.4186925,1.8477832
2322,1.7963847,0.41677427,1.8464665
2323,1.7866642,0.4135827,1.8470063
2324,1.785593,0.4199946,1.8412273
2325,1.781137,0.41552773,1.8405662
2326,1.777112,0.41879615,1.8372209
2327,1.7736838,0.41999915,1.8342841
2328,1.7708282,0.4197609,1.8335907
2329,1.7622612,0.4164635,1.8315719
2330,1.7563256,0.41922638,1.8219446
2331,1.7577492,0.41864634,1.828952
2332,1.7574888,0.41965687,1.8336197
2333,1.7477629,0.41820186,1.8252192
2334,1.7422982,0.41638848,1.81509
2335,1.7400491,0.41745964,1.8145796
2336,1.7309016,0.41676426,1.8036213
2337,1.728776,0.41865164,1.805212
2338,1.7298025,0.41947916,1.8022313
2339,1.7264163,0.41769767,1.7983516
2340,1.7222706,0.42125753,1.7922752
2341,1.7141303,0.42075858,1.7898856
2342,1.7178127,0.42172393,1.7968395
2343,1.7135619,0.42356688,1.7866299
2344,1.708454,0.42795533,1.7831373
2345,1.7031808,0.42522016,1.783763
2346,1.7033489,0.42695835,1.7822917
2347,1.7077,0.42896485,1.7886072
2348,1.7051815,0.4292719,1.7809839
2349,1.701793,0.42514858,1.7834952
2350,1.6978319,0.42538065,1.7767222
2351,1.7011133,0.42995352,1.7865088
2352,1.6949271,0.4287198,1.7803202
2353,1.6942301,0.42939046,1.7821379
2354,1.6911752,0.42973253,1.7763302
2355,1.6920509,0.43179816,1.779748
2356,1.6888275,0.4319355,1.7727661
2357,1.6789825,0.43326762,1.7657101
2358,1.6845936,0.4341769,1.7673589
2359,1.6777467,0.4333771,1.755664
2360,1.6739169,0.43514943,1.758473
2361,1.6681681,0.43734208,1.7467871
2362,1.6606991,0.43685946,1.7456937
2363,1.6569108,0.43545613,1.73961
2364,1.6505932,0.43641946,1.7406411
2365,1.6459143,0.43579417,1.7332375
2366,1.6399149,0.43684438,1.7315203
2367,1.6340955,0.43919444,1.7295079
2368,1.6196768,0.43648875,1.7219677
2369,1.61632,0.4343892,1.7188997
2370,1.613622,0.4355303,1.7179861
2371,1.6015787,0.43952647,1.7065006
2372,1.599499,0.43957204,1.7050495
2373,1.5960186,0.44133446,1.7023381
2374,1.5892462,0.4395706,1.6940882
2375,1.5881828,0.4413951,1.6941223
2376,1.5782412,0.44071293,1.6904114
2377,1.5734636,0.44127354,1.6872326
2378,1.5682571,0.4441902,1.678241
2379,1.5661358,0.44420847,1.6823763
2380,1.5687032,0.44706622,1.6773665
2381,1.5652975,0.444269,1.6705532
2382,1.566141,0.44319907,1.6658384
2383,1.5674552,0.4437576,1.6632605
2384,1.572012,0.44319215,1.6683182
2385,1.5718102,0.44217363,1.6654884
2386,1.5802667,0.43833655,1.6666145
2387,1.587689,0.4351432,1.6668428
2388,1.5972197,0.43172944,1.6748852
2389,1.6003059,0.42867205,1.6736856
2390,1.6080549,0.42436445,1.6723014
2391,1.6119845,0.42326343,1.6690125
2392,1.6150182,0.42381147,1.6717789
2393,1.6160451,0.42247885,1.6728779
2394,1.6113116,0.42581138,1.6673869
2395,1.6134593,0.4243379,1.6679893
2396,1.6192559,0.41967157,1.6640545
2397,1.6169703,0.41983116,1.6606746
2398,1.6220021,0.41636863,1.6638774
2399,1.6160653,0.41934684,1.6588123
2400,1.6148213,0.41684404,1.6593933
2401,1.6174605,0.41525054,1.6562595
2402,1.6144428,0.4116092,1.6523713
2403,1.6169518,0.41387156,1.6515177
2404,1.6170406,0.41376692,1.6535897
2405,1.6190898,0.40952814,1.6532502
2406,1.6147817,0.4114425,1.6478288
2407,1.6092603,0.4109808,1.6460967
2408,1.6036764,0.41071874,1.6446505
2409,1.6003044,0.41077533,1.6417164
2410,1.5976702,0.40807176,1.6425802
2411,1.5907366,0.41103747,1.638323
2412,1.5881791,0.41300312,1.638016
2413,1.5862894,0.41336855,1.6368488
2414,1.5859464,0.41113397,1.6377497
2415,1.5886178,0.40692115,1.6410697
2416,1.5980439,0.4034476,1.6452457
2417,1.6015863,0.4029316,1.6474993
2418,1.5952479,0.40178597,1.6476681
2419,1.5961406,0.397835,1.6505255
2420,1.5889114,0.40120536,1.6475289
2421,1.5879954,0.39973462,1.6455674
2422,1.5857229,0.39731988,1.6416742
2423,1.5873941,0.39923054,1.6459637
2424,1.586586,0.39106485,1.6440585
2425,1.588972,0.3838324,1.644505
2426,1.5998224,0.37578854,1.6470016
2427,1.601703,0.36854488,1.647376
2428,1.6050094,0.3643674,1.6486921
2429,1.6054149,0.36297867,1.6519063
2430,1.6083552,0.3600229,1.6507695
2431,1.6085175,0.35357156,1.6509725
2432,1.6092846,0.35027844,1.6496868
2433,1.6119862,0.34858632,1.6498715
2434,1.6156121,0.34539524,1.6544212
2435,1.6134547,0.3426166,1.6539323
2436,1.6154616,0.34018576,1.6513861
2437,1.6168356,0.33908325,1.6502197
2438,1.6190349,0.3332126,1.652254
2439,1.6217891,0.3324441,1.6548879
2440,1.6261499,0.3258202,1.6537882
2441,1.6244437,0.32051978,1.6528088
2442,1.6294318,0.31599662,1.6548455
2443,1.6291199,0.31944072,1.6515491
2444,1.631974,0.3148954,1.6535108
2445,1.626196,0.31673023,1.6511084
2446,1.6272774,0.31795776,1.6520361
2447,1.6267598,0.3173695,1.6527573
2448,1.6259123,0.31702155,1.6514778
2449,1.6231647,0.32101646,1.651402
2450,1.6213074,0.3211396,1.6530141
2451,1.6224716,0.31898716,1.6522311
2452,1.6227893,0.31894088,1.6507955
2453,1.6239333,0.31860855,1.6494424
2454,1.6233199,0.31759742,1.6498401
2455,1.6228234,0.3172173,1.6500852
2456,1.6232545,0.3152406,1.6496807
2457,1.6237804,0.3125843,1.6453379
2458,1.6245117,0.30864325,1.6475825
2459,1.6215996,0.30529675,1.6491066
2460,1.6233184,0.30425075,1.6468682
2461,1.6228671,0.3014331,1.6458161
2462,1.6239276,0.29885405,1.6470867
2463,1.6267369,0.2983158,1.6484754
2464,1.628575,0.29426348,1.6476296
2465,1.6315796,0.2896286,1.6474495
2466,1.6341252,0.28554615,1.6492715
2467,1.6376996,0.2782379,1.6511892
2468,1.6393707,0.2780009,1.6521041
2469,1.642078,0.27362296,1.6530757
2470,1.6404046,0.2732402,1.6548529
2471,1.6438471,0.27067786,1.6549869
2472,1.647575,0.26156166,1.6542436
2473,1.6477919,0.2572824,1.6549071
2474,1.6481172,0.2581324,1.6542872
2475,1.6528589,0.24963371,1.6555836
2476,1.657473,0.23779224,1.6534892
2477,1.6623847,0.23221485,1.6554022
2478,1.6647408,0.22497046,1.6547682
2479,1.6665637,0.2239613,1.6541677
2480,1.6694542,0.22094627,1.6554351
2481,1.6750609,0.21543881,1.6578943
2482,1.6749171,0.21417753,1.654365
2483,1.6767776,0.20998408,1.6571884
2484,1.6764799,0.20634402,1.6530526
2485,1.6800429,0.21680792,1.6547102
2486,1.6805415,0.20146842,1.6550409
2487,1.6817565,0.20177414,1.6541529
2488,1.6813711,0.20228179,1.6553015
2489,1.6838019,0.205959,1.6564136
2490,1.6821003,0.20218799,1.6536328
2491,1.6815559,0.19764419,1.6506981
2492,1.6805196,0.1973757,1.6462278
2493,1.6786234,0.19302246,1.645637
2494,1.6788703,0.19391832,1.644623
2495,1.6794163,0.18975586,1.6459142
2496,1.67728,0.1866312,1.6448182
2497,1.675801,0.18550493,1.6454796
2498,1.6755002,0.18489625,1.6434902
2499,1.6753114,0.18398981,1.6451639
2500,1.6754158,0.18359135,1.641603
2501,1.6761241,0.18234824,1.6439266
2502,1.6766714,0.18083927,1.645411
2503,1.6777271,0.18187389,1.6447275
2504,1.6772789,0.17624672,1.6418569
2505,1.6772902,0.17407624,1.6392603
2506,1.6759309,0.17989513,1.6398523
2507,1.6756705,0.17720357,1.6388464
2508,1.6773043,0.18009137,1.6394213
2509,1.6738747,0.17578755,1.6394835
2510,1.6742977,0.17601226,1.6393015
2511,1.6766587,0.1743039,1.6431288
2512,1.6755875,0.17878258,1.6385021
2513,1.6767004,0.18023886,1.6388469
2514,1.6752977,0.18332629,1.639804
2515,1.6745476,0.18021972,1.6385998
2516,1.680087,0.17469111,1.6385597
2517,1.6812763,0.17361896,1.6425649
2518,1.682702,0.17544204,1.641431
2519,1.6821059,0.1746927,1.6415585
2520,1.6812434,0.17497486,1.6398327
2521,1.6816301,0.1733769,1.641042
2522,1.6839746,0.17542607,1.6404519
2523,1.6845454,0.17524152,1.6444355
2524,1.687771,0.17551732,1.645989
2525,1.6888694,0.1737185,1.6467215
2526,1.6924244,0.17349592,1.6541163
2527,1.6937752,0.17077146,1.6572559
2528,1.6953007,0.17023712,1.6582063
2529,1.6983134,0.17091873,1.6591393
2530,1.6997448,0.16932636,1.6608824
2531,1.7023712,0.17108744,1.6644863
2532,1.7048943,0.1724248,1.6639323
2533,1.705444,0.16951267,1.6641374
2534,1.7066399,0.170385,1.6647584
2535,1.7147397,0.17412443,1.6698442
2536,1.718278,0.17251591,1.6768771
2537,1.7207453,0.17315587,1.6761329
2538,1.7240992,0.17320645,1.6802362
2539,1.7270641,0.17467502,1.6819544
2540,1.7311004,0.17521842,1.6827219
2541,1.7319267,0.17308927,1.6870735
2542,1.7356105,0.1710371,1.6911626
2543,1.7396752,0.17106515,1.6928552
2544,1.7412083,0.16807233,1.6953804
2545,1.747033,0.16868836,1.6997662
2546,1.748947,0.16771702,1.7025414
2547,1.7503484,0.16487043,1.7071732
2548,1.753252,0.16476722,1.7076154
2549,1.7550769,0.1626152,1.7116249
2550,1.7592062,0.16421767,1.7148061
2551,1.763971,0.16757618,1.719532
2552,1.7627712,0.16474433,1.7203503
2553,1.7649919,0.16504116,1.7230965
2554,1.7675551,0.16347629,1.726625
2555,1.7690572,0.16262281,1.7292852
2556,1.7706246,0.16307053,1.7291735
2557,1.7722926,0.16326164,1.7307892
2558,1.7722716,0.16101791,1.7315159
2559,1.775103,0.16189504,1.7338184
2560,1.7765969,0.16158679,1.737398
2561,1.7747812,0.16044444,1.7402446
2562,1.7809637,0.16470873,1.7455509
2563,1.7766124,0.164785,1.7493677
2564,1.7786386,0.27417716,1.7552794
2565,1.7778046,0.2347821,1.757616
2566,1.7762022,0.17734203,1.7572136
2567,1.7749296,0.17938006,1.7586282
2568,1.777547,0.17916867,1.7591149
2569,1.7749004,0.18507436,1.7614571
2570,1.772881,0.19204015,1.7664422
2571,1.770656,0.19572449,1.7594714
2572,1.7715956,0.19706284,1.7633765
2573,1.7655597,0.19557723,1.7565712
2574,1.7624154,0.20085688,1.7555548
2575,1.7602775,0.2119714,1.7577374
2576,1.7577085,0.21433704,1.7612807
2577,1.752191,0.22376098,1.7595066
2578,1.7502503,0.220952,1.7626665
2579,1.7503816,0.2224125,1.7602011
2580,1.7507844,0.2153522,1.7622583
2581,1.7549305,0.2088027,1.7619808
2582,1.7556341,0.19692189,1.7580663
2583,1.753024,0.20627224,1.7526026
2584,1.7537004,0.20778725,1.7492648
2585,1.7481813,0.19324298,1.7470503
2586,1.7456167,0.19223809,1.7403538
2587,1.7444274,0.19210924,1.7401417
2588,1.7410458,0.19278333,1.7347695
2589,1.7407258,0.19436824,1.7352641
2590,1.7396532,0.19541954,1.7298822
2591,1.7400968,0.19690686,1.7308164
2592,1.7418493,0.21250133,1.7295532
2593,1.7383428,0.19980474,1.7298319
2594,1.7384208,0.1994104,1.7276435
2595,1.7424692,0.19916883,1.7387518
2596,1.7403506,0.199092,1.7342527
2597,1.742744,0.19961064,1.735527
2598,1.7454652,0.2015596,1.7406173
2599,1.7475047,0.20188403,1.7402186
2600,1.7510666,0.2016892,1.7498854
2601,1.7547256,0.20065658,1.7566592
2602,1.7577248,0.20120248,1.7604444
2603,1.7654529,0.20089473,1.7709403
2604,1.7693179,0.19921231,1.7790588
2605,1.771468,0.19983076,1.7861333
2606,1.775337,0.20031828,1.7911026
2607,1.7789391,0.20158902,1.7983525
2608,1.7830256,0.20004557,1.8080708
2609,1.7837583,0.19934094,1.8070385
2610,1.7873247,0.19972706,1.8179383
2611,1.790769,0.19884932,1.8186035
2612,1.7929204,0.20000094,1.8224742
2613,1.7949523,0.1987807,1.8268185
2614,1.796515,0.19193642,1.8332767
2615,1.7975097,0.19344878,1.834758
2616,1.798999,0.19542041,1.8398857
2617,1.8025063,0.19910459,1.840557
2618,1.8030014,0.19604404,1.8443012
2619,1.8024079,0.19451894,1.8421693
2620,1.8049148,0.1996827,1.8453487
2621,1.8054452,0.19791749,1.8444405
2622,1.8078705,0.20155302,1.8444029
2623,1.8070966,0.20437299,1.8448608
2624,1.807516,0.20688468,1.8435796
2625,1.8091697,0.2078064,1.8421485
2626,1.8068956,0.20622705,1.8414024
2627,1.8059986,0.20718145,1.8412
2628,1.8000617,0.20574601,1.838235
2629,1.8015242,0.20960502,1.8387183
2630,1.8015702,0.20976071,1.839291
2631,1.7971739,0.21321313,1.833821
2632,1.7927561,0.21561518,1.8265004
2633,1.7939725,0.21757503,1.8278363
2634,1.7897315,0.2200984,1.8239291
2635,1.7873994,0.21896379,1.823823
2636,1.784647,0.22391482,1.8231878
2637,1.7782491,0.2247216,1.8149421
2638,1.776332,0.22443089,1.8153349
2639,1.7743925,0.2291569,1.8135769
2640,1.7686344,0.23476754,1.8031015
2641,1.7664552,0.2782815,1.8010001
2642,1.7591614,0.24247722,1.7930708
2643,1.7571404,0.24243876,1.7891574
2644,1.7543358,0.24535787,1.7819299
2645,1.7531086,0.25266975,1.7754176
2646,1.7592022,0.40820804,1.771713
2647,1.7436861,0.24831165,1.762715
2648,1.7448792,0.24975266,1.7624327
2649,1.7423711,0.25025743,1.7579608
2650,1.7414918,0.2535147,1.7496486
2651,1.7400135,0.25399324,1.7438474
2652,1.7379316,0.25051212,1.7455562
2653,1.7355494,0.24957141,1.7363541
2654,1.7362506,0.25217652,1.7387762
2655,1.7372488,0.25113794,1.7349801
2656,1.7361404,0.24974021,1.736396
2657,1.7380861,0.2529949,1.7341025
2658,1.7373481,0.25717255,1.7303389
2659,1.7380592,0.25508094,1.7326124
2660,1.7374539,0.25636202,1.7280724
2661,1.7368188,0.25604242,1.7207584
2662,1.7361903,0.2573676,1.716054
2663,1.7373176,0.261069,1.71196
2664,1.7382461,0.2611129,1.7087443
2665,1.7350036,0.2622234,1.7078078
2666,1.7339269,0.263734,1.7080705
2667,1.7326843,0.2660331,1.7094098
2668,1.7333035,0.26828355,1.7078205
2669,1.7348043,0.27393192,1.7077284
2670,1.7328622,0.2750873,1.6994381
2671,1.7293977,0.27940723,1.6868649
2672,1.7286508,0.28056052,1.6802608
2673,1.724701,0.28043574,1.6670226
2674,1.7233372,0.28136697,1.6648769
2675,1.7214113,0.28218678,1.6611257
2676,1.720019,0.28586397,1.6537998
2677,1.7145952,0.28497338,1.6419508
2678,1.7120851,0.28459206,1.6407163
2679,1.7107754,0.2869669,1.6347834
2680,1.7063278,0.28579226,1.6326035
2681,1.7010206,0.28520057,1.6259938
2682,1.6983023,0.28364196,1.6252738
2683,1.6974895,0.28384948,1.6224501
2684,1.6954432,0.28392017,1.6175184
2685,1.6976541,0.2847919,1.6156983
2686,1.6955777,0.2850374,1.6090033
2687,1.6967961,0.28719345,1.6044911
2688,1.695699,0.2842065,1.6053822
2689,1.6945547,0.28450447,1.602236
2690,1.6940736,0.28476977,1.5968027
2691,1.695751,0.28654858,1.5938616
2692,1.6937296,0.28520176,1.5958642
2693,1.695774,0.28509483,1.6131282
2694,1.6933773,0.28337568,1.6103189
2695,1.6939881,0.28541088,1.6088927
2696,1.6959885,0.28559083,1.6189284
2697,1.6954684,0.2877523,1.6200234
2698,1.6954243,0.28816822,1.6244937
2699,1.6962343,0.29073903,1.6237788
2700,1.6951679,0.28976333,1.6293908
2701,1.6959609,0.29094243,1.6339724
2702,1.6911248,0.2853142,1.6327484
2703,1.6968049,0.29042786,1.6393454
2704,1.6989089,0.29314634,1.6418371
2705,1.7009137,0.29321435,1.6416941
2706,1.7047019,0.2904003,1.6470059
2707,1.7069813,0.291159,1.6525996
2708,1.7093816,0.38488093,1.6484692
2709,1.7054756,0.28959784,1.6483349
2710,1.7087188,0.3309698,1.6516805
2711,1.7100021,0.28846756,1.6585737
2712,1.7135081,0.28822032,1.6614739
2713,1.7104683,0.2845376,1.65808
2714,1.7155119,0.2874136,1.6566716
2715,1.7203705,0.28976086,1.6566916
2716,1.72334,0.29058075,1.6603494
2717,1.738624,0.47405547,1.6647884
2718,1.7339134,0.32401174,1.6648494
2719,1.7750087,0.5014022,1.6746557
2720,1.7683562,0.4605409,1.6774654
2721,1.7580379,0.39560187,1.6796061
2722,1.7551571,0.3697403,1.6794286
2723,1.7540729,0.3341578,1.684382
2724,1.7485156,0.307928,1.6854035
2725,1.749338,0.29817715,1.6902108
2726,1.7535044,0.30223534,1.6919051
2727,1.7610263,0.30521423,1.7014644
2728,1.7620867,0.30348912,1.7066884
2729,1.7657958,0.3055034,1.7105279
2730,1.7641132,0.30392116,1.7094312
2731,1.7682214,0.3029953,1.7119275
2732,1.7733805,0.30488366,1.7126496
2733,1.7797621,0.30701286,1.722744
2734,1.780813,0.30548203,1.724685
2735,1.786301,0.30460945,1.7352374
2736,1.7896445,0.3043795,1.7385534
2737,1.7929277,0.30454645,1.7413125
2738,1.804656,0.30659774,1.7617762
2739,1.8064843,0.3042598,1.7715985
2740,1.8108405,0.30347365,1.775981
2741,1.8142682,0.30387938,1.784173
2742,1.8178555,0.30400816,1.7862638
2743,1.8165567,0.30048212,1.7932193
2744,1.8216249,0.30309665,1.7962132
2745,1.8238605,0.29929572,1.7998154
2746,1.8262961,0.29792362,1.8057704
2747,1.8269854,0.29455256,1.8080224
2748,1.8308592,0.29595813,1.8158687
2749,1.8334194,0.2934449,1.8170584
2750,1.8342497,0.29317975,1.8224051
2751,1.8372236,0.29090804,1.8243661
2752,1.8390603,0.29013738,1.8244283
2753,1.8411154,0.2929243,1.8270849
2754,1.8415785,0.2917211,1.8282603
2755,1.8509455,0.29481325,1.8409429
2756,1.8520546,0.29565632,1.8416574
2757,1.85176,0.29532105,1.8411129
2758,1.8529123,0.29616147,1.8442984
2759,1.8578197,0.2955554,1.8464282
2760,1.8575621,0.29474977,1.85572
2761,1.8584327,0.29460862,1.853319
2762,1.855533,0.2929037,1.858729
2763,1.8570936,0.2918853,1.8627769
2764,1.8582488,0.29362598,1.860506
2765,1.8559556,0.29260683,1.8537407
2766,1.8557236,0.29322445,1.8574353
2767,1.854888,0.29037887,1.8583851
2768,1.853097,0.28856948,1.8583221
2769,1.8552393,0.2868108,1.8597355
2770,1.8564502,0.2857366,1.8628168
2771,1.855239,0.28513044,1.864644
2772,1.8590277,0.28674155,1.8755791
2773,1.8580831,0.28368473,1.86806
2774,1.8636996,0.28530976,1.8677014
2775,1.8662496,0.28501317,1.8687291
2776,1.86802,0.2848624,1.8709246
2777,1.8728812,0.2846106,1.8753506
2778,1.8742919,0.2848438,1.879256
2779,1.8790135,0.2847431,1.8828179
2780,1.8874359,0.28334343,1.8878303
2781,1.8862075,0.28706124,1.8812582
2782,1.889443,0.28413016,1.8857162
2783,1.8955219,0.28604797,1.8921453
2784,1.8946171,0.34001982,1.8885899
2785,1.9012914,0.3259301,1.8895639
2786,1.9030749,0.3902022,1.8879074
2787,1.8959137,0.28136146,1.8867246
2788,1.9178901,0.49481234,1.8975446
2789,1.9287788,0.5936474,1.9004921
2790,1.9106255,0.28063595,1.8953203
